acc,accuracy,average_response_time,avg_rt,background,bidi,block,block_picker,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_keyboard_response,correct_response,count_backward_mask,count_block_1,count_block_2,count_block_3,count_correct,count_counter_balance,count_experiment,count_fix,count_forward_mask,count_incorrect,count_instructions_1,count_instructions_2,count_instructions_3,count_instructions_4,count_keyboard_response,count_logger,count_osweb,count_practice_loop,count_prime,count_target,count_trials,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,num_letters,opensesame_codename,opensesame_version,penwidth,prime,queryParams_batchId,queryParams_generalMultiple,repeat_cycle,response,response_instructions_1,response_instructions_2,response_instructions_3,response_instructions_4,response_keyboard_response,response_time,response_time_instructions_1,response_time_instructions_2,response_time_instructions_3,response_time_instructions_4,response_time_keyboard_response,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,system_os,target,time_backward_mask,time_block_1,time_block_2,time_block_3,time_correct,time_counter_balance,time_fix,time_forward_mask,time_incorrect,time_instructions_1,time_instructions_2,time_instructions_3,time_instructions_4,time_keyboard_response,time_logger,time_practice_loop,time_prime,time_target,title,total_correct,total_response_time,total_responses,type,uniform_coordinates,width
86,86,753,753,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,6,0,0,0,6,0,0,6,6,6,0,0,0,0,6,6,0,0,6,6,6,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,8,osweb,1.4.11,1,ooarkang,262,,0,a,enter,enter,enter,f,a,1085,1094,570,404,888,1085,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,kangaroo,16193,51,51,51,13994,44,15427,16093,3598,51,1159,1741,14513,16242,17339,51,16143,16242,ExPsyLing2022_Class1,6,5269,7,animal,yes,1024
88,88,718,718,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,7,0,0,0,7,0,0,7,7,7,0,0,0,0,7,7,0,0,7,7,7,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,8,osweb,1.4.11,1,seahorse,262,,0,a,enter,enter,enter,f,a,471,1094,570,404,888,471,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,seahorse,18642,51,51,51,17343,44,17877,18543,3598,51,1159,1741,14513,18692,19173,51,18593,18692,ExPsyLing2022_Class1,7,5740,8,animal,yes,1024
89,89,709,709,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,8,0,0,0,8,0,0,8,8,8,0,0,0,0,8,8,0,0,8,8,8,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,7,osweb,1.4.11,1,ccunoot,262,,0,f,enter,enter,enter,f,f,644,1094,570,404,888,644,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,coconut,20476,51,51,51,19177,44,19711,20377,3598,51,1159,1741,14513,20525,21173,51,20426,20525,ExPsyLing2022_Class1,8,6384,9,fruit_veg,yes,1024
90,90,697,697,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,9,0,0,0,9,0,0,9,9,9,0,0,0,0,9,9,0,0,9,9,9,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,8,osweb,1.4.11,1,ekahiccp,262,,0,f,enter,enter,enter,f,f,586,1094,570,404,888,586,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,chickpea,22475,51,51,51,21177,44,21710,22377,3598,51,1159,1741,14513,22526,23123,51,22426,22526,ExPsyLing2022_Class1,9,6970,10,fruit_veg,yes,1024
91,91,679,679,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,10,0,0,0,10,0,0,10,10,10,0,0,0,0,10,10,0,0,10,10,10,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,6,osweb,1.4.11,1,susqah,262,,0,f,enter,enter,enter,f,f,502,1094,570,404,888,502,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,squash,24426,51,51,51,23127,44,23661,24326,3598,51,1159,1741,14513,24474,24990,51,24376,24474,ExPsyLing2022_Class1,10,7472,11,fruit_veg,yes,1024
92,92,662,662,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,11,0,0,0,11,0,0,11,11,11,0,0,0,0,11,11,0,0,11,11,11,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,6,osweb,1.4.11,1,turtle,262,,0,a,enter,enter,enter,f,a,467,1094,570,404,888,467,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,turtle,26292,51,51,51,24993,44,25527,26193,3598,51,1159,1741,14513,26342,26823,51,26243,26342,ExPsyLing2022_Class1,11,7939,12,animal,yes,1024
92,92,645,645,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,12,0,0,0,12,0,0,12,12,12,0,0,0,0,12,12,0,0,12,12,12,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,7,osweb,1.4.11,1,rgolial,262,,0,a,enter,enter,enter,f,a,447,1094,570,404,888,447,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,gorilla,28126,51,51,51,26827,44,27361,28027,3598,51,1159,1741,14513,28175,28623,51,28076,28175,ExPsyLing2022_Class1,12,8386,13,animal,yes,1024
93,93,636,636,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,13,0,0,0,13,0,0,13,13,13,0,0,0,0,13,13,0,0,13,13,13,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,7,osweb,1.4.11,1,dlhoipn,262,,0,a,enter,enter,enter,f,a,519,1094,570,404,888,519,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,dolphin,29926,51,51,51,28627,44,29162,29827,3598,51,1159,1741,14513,29975,30506,51,29876,29975,ExPsyLing2022_Class1,13,8905,14,animal,yes,1024
93,93,635,635,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,14,0,0,0,14,0,0,14,14,14,0,0,0,0,14,14,0,0,14,14,14,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,5,osweb,1.4.11,1,cpeha,262,,0,f,enter,enter,enter,f,f,626,1094,570,404,888,626,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,peach,31792,51,51,51,30510,44,31044,31710,3598,51,1159,1741,14513,31842,32473,51,31759,31842,ExPsyLing2022_Class1,14,9531,15,fruit_veg,yes,1024
94,94,655,655,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,f,15,0,0,0,15,0,0,15,15,15,0,0,0,0,15,15,0,0,15,15,15,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,6,osweb,1.4.11,1,citrus,262,,0,f,enter,enter,enter,f,f,942,1094,570,404,888,942,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,citrus,33759,51,51,51,32476,44,33012,33677,3598,51,1159,1741,14513,33809,34757,51,33726,33809,ExPsyLing2022_Class1,15,10473,16,fruit_veg,yes,1024
94,94,646,646,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,16,0,0,0,16,0,0,16,16,16,0,0,0,0,16,16,0,0,16,16,16,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,4,osweb,1.4.11,1,lamb,262,,0,a,enter,enter,enter,f,a,501,1094,570,404,888,501,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,lamb,36042,51,51,51,34760,44,35295,35960,3598,51,1159,1741,14513,36093,36607,51,36009,36093,ExPsyLing2022_Class1,16,10974,17,animal,yes,1024
94,94,642,642,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,17,0,0,0,17,0,0,17,17,17,0,0,0,0,17,17,0,0,17,17,17,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,8,osweb,1.4.11,1,bclorcoi,262,,0,f,enter,enter,enter,f,f,583,1094,570,404,888,583,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,broccoli,37908,51,51,51,36611,44,37143,37811,3598,51,1159,1741,14513,37959,38557,51,37860,37959,ExPsyLing2022_Class1,17,11557,18,fruit_veg,yes,1024
95,95,642,642,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,18,0,0,0,18,0,0,18,18,18,0,0,0,0,18,18,0,0,18,18,18,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,6,osweb,1.4.11,1,ograne,262,,0,f,enter,enter,enter,f,f,646,1094,570,404,888,646,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,orange,39859,51,51,51,38559,44,39093,39760,3598,51,1159,1741,14513,39909,40556,51,39809,39909,ExPsyLing2022_Class1,18,12203,19,fruit_veg,yes,1024
95,95,641,641,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,19,0,0,0,19,0,0,19,19,19,0,0,0,0,19,19,0,0,19,19,19,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,4,osweb,1.4.11,1,ehar,262,,0,a,enter,enter,enter,f,a,624,1094,570,404,888,624,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,hare,41859,51,51,51,40560,44,41094,41760,3598,51,1159,1741,14513,41909,42540,51,41810,41909,ExPsyLing2022_Class1,19,12827,20,animal,yes,1024
95,95,639,639,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,20,0,0,0,20,0,0,20,20,20,0,0,0,0,20,20,0,0,20,20,20,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,6,osweb,1.4.11,1,hcreyr,262,,0,f,enter,enter,enter,f,f,590,1094,570,404,888,590,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,cherry,43842,51,51,51,42543,44,43077,43744,3598,51,1159,1741,14513,43893,44490,51,43793,43893,ExPsyLing2022_Class1,20,13417,21,fruit_veg,yes,1024
95,95,630,630,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,21,0,0,0,21,0,0,21,21,21,0,0,0,0,21,21,0,0,21,21,21,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,6,osweb,1.4.11,1,bveear,262,,0,a,enter,enter,enter,f,a,445,1094,570,404,888,445,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,beaver,45776,51,51,51,44494,44,45027,45694,3598,51,1159,1741,14513,45826,46274,51,45743,45826,ExPsyLing2022_Class1,21,13862,22,animal,yes,1024
96,96,622,622,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,f,22,0,0,0,22,0,0,22,22,22,0,0,0,0,22,22,0,0,22,22,22,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,7,osweb,1.4.11,1,parsnip,262,,0,f,enter,enter,enter,f,f,440,1094,570,404,888,440,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,parsnip,47576,51,51,51,46277,44,46812,47477,3598,51,1159,1741,14513,47626,48074,51,47527,47626,ExPsyLing2022_Class1,22,14302,23,fruit_veg,yes,1024
96,96,615,615,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,23,0,0,0,23,0,0,23,23,23,0,0,0,0,23,23,0,0,23,23,23,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,5,osweb,1.4.11,1,boisn,262,,0,a,enter,enter,enter,f,a,466,1094,570,404,888,466,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,bison,49376,51,51,51,48077,44,48610,49277,3598,51,1159,1741,14513,49425,49907,51,49327,49425,ExPsyLing2022_Class1,23,14768,24,animal,yes,1024
96,96,611,611,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,24,0,0,0,24,0,0,24,24,24,0,0,0,0,24,24,0,0,24,24,24,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,7,osweb,1.4.11,1,piukpmn,262,,0,f,enter,enter,enter,f,f,510,1094,570,404,888,510,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,pumpkin,51192,51,51,51,49911,44,50443,51111,3598,51,1159,1741,14513,51243,51757,51,51159,51243,ExPsyLing2022_Class1,24,15278,25,fruit_veg,yes,1024
96,96,606,606,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,25,0,0,0,25,0,0,25,25,25,0,0,0,0,25,25,0,0,25,25,25,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,4,osweb,1.4.11,1,puma,262,,0,a,enter,enter,enter,f,a,475,1094,570,404,888,475,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,puma,53059,51,51,51,51760,44,52294,52961,3598,51,1159,1741,14513,53110,53590,51,53010,53110,ExPsyLing2022_Class1,25,15753,26,animal,yes,1024
96,96,601,601,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,f,26,0,0,0,26,0,0,26,26,26,0,0,0,0,26,26,0,0,26,26,26,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,8,osweb,1.4.11,1,scallion,262,,0,f,enter,enter,enter,f,f,486,1094,570,404,888,486,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,scallion,54876,51,51,51,53593,44,54127,54794,3598,51,1159,1741,14513,54926,55424,51,54843,54926,ExPsyLing2022_Class1,26,16239,27,fruit_veg,yes,1024
96,96,600,600,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,27,0,0,0,27,0,0,27,27,27,0,0,0,0,27,27,0,0,27,27,27,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,4,osweb,1.4.11,1,lulb,262,,0,a,enter,enter,enter,f,a,555,1094,570,404,888,555,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,bull,56727,51,51,51,55427,44,55959,56628,3598,51,1159,1741,14513,56776,57341,51,56677,56776,ExPsyLing2022_Class1,27,16794,28,animal,yes,1024
97,97,598,598,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,28,0,0,0,28,0,0,28,28,28,0,0,0,0,28,28,0,0,28,28,28,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,8,osweb,1.4.11,1,elephant,262,,0,a,enter,enter,enter,f,a,548,1094,570,404,888,548,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,elephant,58627,51,51,51,57345,44,57877,58543,3598,51,1159,1741,14513,58677,59241,51,58593,58677,ExPsyLing2022_Class1,28,17342,29,animal,yes,1024
97,97,594,594,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,f,29,0,0,0,29,0,0,29,29,29,0,0,0,0,29,29,0,0,29,29,29,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,4,osweb,1.4.11,1,pear,262,,0,f,enter,enter,enter,f,f,468,1094,570,404,888,468,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,pear,60526,51,51,51,59244,44,59777,60444,3598,51,1159,1741,14513,60576,61057,51,60493,60576,ExPsyLing2022_Class1,29,17810,30,fruit_veg,yes,1024
97,97,593,593,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,30,0,0,0,30,0,0,30,30,30,0,0,0,0,30,30,0,0,30,30,30,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,6,osweb,1.4.11,1,donkey,262,,0,a,enter,enter,enter,f,a,568,1094,570,404,888,568,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,donkey,62343,51,51,51,61061,44,61593,62261,3598,51,1159,1741,14513,62393,62974,51,62310,62393,ExPsyLing2022_Class1,30,18378,31,animal,yes,1024
97,97,598,598,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,31,0,0,0,31,0,0,31,31,31,0,0,0,0,31,31,0,0,31,31,31,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,7,osweb,1.4.11,1,rooaccn,262,,0,a,enter,enter,enter,f,a,744,1094,570,404,888,744,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,raccoon,64276,51,51,51,62978,44,63509,64177,3598,51,1159,1741,14513,64326,65074,51,64227,64326,ExPsyLing2022_Class1,31,19122,32,animal,yes,1024
